id,season,no_of_episode_season,title,imdb_rating,synopsis
301,16,12,"Send in Stewie, Please",6.2,"When Stewie gets sent to see his school's child psychologist Dr. Cecil Pritchfield (voiced by Ian McKellen) for a surprising session, he reveals major secrets about himself that would make him more normal. Stewie soon realizes that his secrets might come out, and decides not to help Dr. Pritchfield when he suffers a heart attack, choosing not to bring him his medication and letting him die, although he feels haunted by his decision as he falls asleep that night. Note: This episode premiered on Fox without commercial interruption due to a sponsorship agreement with Sony Interactive Entertainment for their PlayStation 4 game, God of War, which was the sole advertiser at the end of this episode."
302,16,13,V Is for Mystery,6.8,"In a parody of Sherlock Holmes, the episode depicts Sherlock Holmes (portrayed by Stewie) and Dr. Watson (portrayed by Brian) as they embark on solving a string of murder mysteries."
303,16,14,Veteran Guy,6.7,"Peter pretends to be a veteran after buying a cap with the name USS Nathan James on it, along with Joe and Cleveland, annoying Quagmire, who is an actual veteran. After they are caught, they are sentenced to join the U.S. Coast Guard, where they must stop a bomb plot by four frat boys."
304,16,15,The Woof of Wall Street,7.2,"Stewie teaches Brian how to invest in the stock market, but even after discovering that the product he is investing in uses dog meat, Brian doesn't bother to change his mind. Meanwhile, Peter, Joe, Cleveland, and Quagmire look after the Drunken Clam while Jerome is away which ends up being a disaster."
305,16,16,Family Guy Through the Years,6.8,"Family Guy is reimagined as a series that has been on the air for 60 years, and in a special retrospective, it looks back at the cultural events and issues that were tackled on the show in the 1950s, '60s and '70s."
306,16,17,Switch the Flip,7.9,"Stewie uses one of his inventions to swap bodies with Brian in order to fix his life, but this plan backfires as chaos quickly ensues around Quahog."
307,16,18,HTTPete,7.6,"In order to promote the brewery, Peter adopts the millennial lifestyle. This attracts a high-powered Silicon Valley executive's attention."
308,16,19,The Unkindest Cut,6.6,"On a boat trip with his friends, Quagmire is attacked by a shark, and loses his penis in the attack; as such, he struggles with living without his most treasured body part. Ida Davis helps to get his life back on track. Meanwhile, Stewie and Brian try to find Mort after they discover that the FBI has put a reward on him, due to him being involved in a drug scam."
309,16,20,"Are You There God? It's Me, Peter",6.6,"When Peter falls into a coma and gets the opportunity to have a conversation with God, he interrogates the deity with some tough questions."
310,17,1,Married... with Cancer (Part 1),6.5,"Brian falls in love with a woman named Jess Schlotz (Casey Wilson), who has cancer. He decides to marry her, but comes to regret his choice when they learn her cancer is in remission."
311,17,2,Dead Dog Walking (Part 2),6.8,"Brian's marriage to Jess is not what he imagined, so he lets himself go at Peter's suggestion. Jess makes a surprising announcement that would have Brian euthanized. Meanwhile, Chris and Stewie take up vaping after attending a party."
312,17,3,Pal Stewie,6.9,"Stewie's personality brightens when he befriends a boy his age named Hudson. He feels betrayed when he thinks Hudson has excluded him from his birthday party and returns to his dark side. Meanwhile, Peter learns to be more assertive after attending a Tony Robbins self-empowerment seminar with Lois."
313,17,4,Big Trouble in Little Quahog,7.7,"After being teased by Brian for his small stature, Stewie invents a shrinking machine to even the score. It backfires and both of them shrink to microscopic size. They befriend a group of water bears led by Vernon (Kyrie Irving) that includes a water bear version of Patrick Stewart. Meanwhile, Lois and Peter deal with a lonely exterminator."
314,17,5,Regarding Carter,6.6,"Lois gets an unexpected present from Carter for her birthday in the form of a gun, but an accident leaves him in the care of the Griffins while Barbara is away in Antarctica."
315,17,6,Stand by Meg,6.7,"After being saved from choking to death on a grape, Stewie attempts to help Meg with her life with the help of Brian. Meanwhile, Chris attends a vocational school at the suggestion of Principal Shepherd."
316,17,7,The Griffin Winter Games,6.9,"In an attempt to surprise the Griffin family, Meg successfully manages to get into the U.S. Olympic team as a biathlete and prepares for the Winter Games. Things, however, take a turn when Peter ends up in North Korea."
317,17,8,Con Heiress,5.7,"Stewie discovers that Brian is trying to win the affections of a wealthy widowed heiress and decides to help, only to discover Quagmire is running the same con. Meanwhile, Peter teaches Chris to mow lawns and is mistaken for another chubby child by Herbert, making Chris jealous."
318,17,9,Pawtucket Pete,6.6,"Following the death of his boss Angela (to coincide with the death of her voice actress Carrie Fisher), the Pawtucket Brewery gets two new bosses named Bert and Sheila- an interracial couple, who demote Peter to recycling. However, his luck changes when the bosses decide to make Peter the new face of Pawtucket Patriot Beer...and things go south when Brian the dog who started out as Peter's sidekick becomes more popular as the brewery's Spuds McKenzie-esque party dog."
319,17,10,Hefty Shades of Gray (Part 1),6.5,"A ghost hunt gone wrong leads Peter to have white hair, which leads him to become a local news anchor who dishes out fake news and argues with Tom Tucker. Meanwhile, Brian and Stewie discover that Chris' lack of interest in girls is because he's addicted to online porn and teach him how to sexually fantasize without using the Internet."
320,17,11,Trump Guy (Part 2),5.8,"Peter's fake news career advances and he moves the family to Washington, D.C. to become Donald Trump's new White House Press Secretary. Things go south when Peter finds Donald sexually harassing Meg as she earlier claimed, following her encounter with Ivanka Trump."
321,17,12,"Bri, Robot",6.7,"After celebrating his latest birthday, Brian becomes depressed knowing he has never had a chance to write his autobiography. Stewie offers his help, but instead decides to create a robot clone of Brian that mirrors everything he says and does. Meanwhile, a new massage parlor opens in Quahog and Peter wants in on the action until Peter learns that it's the front for a prostitution ring when Joe and the police raid it."
322,17,13,Trans-Fat,6.1,"After using the transgender bathroom at a baseball game, Peter is mistaken for being transgender and begins dressing as a woman to reap several benefits at work due to Bert and Sheila supporting the transgender community. However, things get complicated after an incident at a low ceiling fan club knocks him into a coma and Bert and Sheila give him Sexual Reassignment Surgery. Ida Davis comes to Peter's rescue after his unsuccessful attempt at life as a woman."
323,17,14,Family Guy Lite,6.7,"Peter takes the stairs at the Pawtucket Brewery upon not wanting to take the elevator with a man who has a mutual thing in common with him. After Joe fails to rescue him and Peter accidentally sets off the fire alarm, he gets reprimanded by Bert and Sheila for him being obese enough to not make it up the stairs and the water damage that he unintentionally caused. This causes Peter to turn to Quagmire for help in losing weight. Meanwhile, Brian reads something from Lois' creative writing club as he and Stewie suspect that Lois is having an affair with Horatio, a Stop & Shop worker, that matches the description of one of her story's characters."
324,17,15,"No Giggity, No Doubt",6.7,"When the guys volunteer to chaperone the high school prom, Quagmire hits it off with a girl named Courtney (Mandy Moore) only to discover that she is his daughter after she says ""Giggity"" and Quagmire used his Emergency DNA Test kit to confirm it. To his and the gang's surprise, Quagmire makes a serious effort to embrace parenting Courtney, joining Peter and Meg on an ill-fated father-daughter camping trip."
325,17,16,You Can't Handle the Booth!,4.1,"The Griffins go meta when they record a DVD commentary track for a fictional Family Guy episode, where Lois finds out that Peter was married previously to Sarah Paulson (playing herself) and that Chris might just be Philip Seymour Hoffman's son, not Peter's, and things get more surreal when the Griffins meet their own voice actors."
326,17,17,Island Adventure,6.9,"Stewie sets out for Garbage Island (the floating mountain of trash mentioned in the American Dad! episode, ""News Glance with Genevieve Vavance"") to recover his tricycle after Peter throws it away. Brian accompanies him on the trip and decides to stay when he discovers the leisurely island lifestyle."
327,17,18,Throw It Away,6.7,"Inspired by Tricia Takanawa's new book Throw It Away which she promotes on Joyce Kinney's show The Flow, Lois asks the family to toss things that don't make them happy. Eventually, she takes it to an extreme by kicking the entire family out and throws everything out, becoming depressed when she has nothing left."
